SR2,SR1,T1,T3,T2,GH3,GH2,GH1,R1,S1,S2,Lat,Long
-2.9981804,-1.2045064,-2.2519925,-0.26623744,-0.21377109,-0.2952243,-0.55412495,-0.9241217,0.05293614,-1.3269601,-0.62455124,-0.79947364,-0.96946466
-3.0044112,-1.3647231,-2.808923,0.10885602,-0.21299152,-0.07512909,0.11062296,-0.48186028,0.23846054,-2.7605734,-0.3706933,0.2589135,0.22070807
1.53883,-0.12769508,0.056910075,-1.1151105,-0.25665614,-0.6150419,-0.06530109,-1.0120622,-0.4527238,-0.67021835,-0.14109059,-0.07539016,-2.8005557
-2.3729267,-1.0014818,-2.4240046,-0.41701287,-0.3430034,-0.110563435,-0.11101201,-2.0478413,-0.2752795,-2.0173116,-0.9388493,0.28469118,0.6142555
-3.891846,-1.5134009,-3.088355,-0.07568051,-0.62811935,-0.012841592,-0.11933041,-0.46833974,-0.65975255,-1.1912074,-0.68503433,-0.87347734,-0.7692254
-2.2548108,-0.036453024,-2.142906,-0.8416927,-0.41435835,-0.19448304,0.1491108,-1.3664505,-0.3121417,-2.899825,-0.3024149,-0.3794647,0.24766187
-2.3521295,-0.8479791,-3.3189523,-0.41344133,-0.6788243,-0.12028258,-0.24810492,-1.8974507,0.1738351,-1.0290008,-0.73380613,-0.3092271,0.63122004
-1.0227052,0.4860594,-3.7010927,-0.31434566,-0.1673646,-0.053785086,0.022879355,-0.73389137,0.31852305,-0.8829465,-0.78592026,-0.0049971566,0.5215295
0.0044928845,-2.8524926,0.031311303,-0.47495458,-0.22202721,-0.14911677,-0.024927102,0.4053424,0.11170489,-0.5565741,0.35550177,-0.021110674,-1.2822863
-1.1412487,0.060954373,-1.9980849,-0.72500885,-0.94498575,-0.08297958,-0.06151221,-1.3468541,-0.15082608,-2.2879536,-0.21552251,-0.48086756,-0.4984022
-4.2918267,-1.6255403,-0.24071229,0.053535108,-0.7011354,-0.4467338,0.30247205,-1.2946031,-0.29216865,-0.79640657,0.2607554,-0.5133834,-0.8994125
-0.70194185,-0.3870526,0.9082142,-0.16435654,-0.116863444,-0.05040202,0.0808032,0.15116146,-0.44296366,-1.5509483,-0.51434755,-2.1571498,0.45151642
-2.8233552,-0.9496988,-3.498773,-0.027130317,-0.60685873,-0.1771998,-0.09419229,-0.78369904,-0.23223272,-0.90983415,-0.9686545,0.27430192,0.68674654
0.06298867,-3.5318975,-0.06354362,-0.73902565,-0.97637284,-0.08111438,-0.25801054,-0.092496336,-0.18564835,-3.0074716,-0.46146297,-0.21146001,-0.85446113
-2.6706982,-0.6398404,-2.7771397,-0.43324885,-0.6909517,-0.09437048,-0.25814047,-0.21568806,0.08816142,-1.4975908,-0.7139191,-0.57600343,0.4216292
-2.6854973,-0.5926135,-3.4964755,-0.26966995,-0.8120249,-0.03900917,-0.0172977,-1.9057807,-0.66265744,-1.1569353,-0.8140957,-0.16961408,0.42614
-2.4083004,-1.2515451,-3.1798942,-0.37588024,-0.8841804,-0.10192795,0.08380874,-0.893173,0.07880878,-1.2502509,-0.5340782,-0.27452448,0.66392523
1.1173714,-1.2531937,0.9986166,-0.7353983,-0.27794364,-0.05713527,-0.34164497,-0.8926536,0.23201348,-1.9891527,-0.15141338,-0.19156304,-1.5564246
-2.241927,-0.8524544,-3.4196408,-0.37620062,-0.52702457,-0.17855538,-0.1139405,-1.1235653,0.1891589,-0.84291494,-0.8369623,-0.17677067,0.47577298
-1.5452365,-0.15024392,-1.8936595,-0.65394086,-0.5325164,-0.20108373,-0.02923325,-1.0653509,-0.30659682,-2.469337,-0.87595195,-0.57768154,0.46185243
2.0368161,-1.1248119,1.3860195,-0.18955614,1.2986593,0.3440692,0.30409575,-0.14480947,-0.24919698,0.9574461,-0.06628939,0.024289163,1.1112614
0.3737703,-0.100220226,-0.19666421,-1.0108408,-0.20916454,-0.2403082,-0.02495167,-1.0975997,-0.30851358,0.19435507,-0.47315225,0.015128536,-1.7954329
-2.6890426,-0.5895892,-3.332134,-0.1141219,-0.64477634,-0.2505354,-0.13099949,-0.89946324,-0.4165646,-1.3498464,-0.80684006,-0.2659613,0.3884204
0.50758946,1.9368474,-2.2249246,0.45883372,0.43054527,0.053544115,-0.04070505,0.29427314,0.9526972,0.97812897,0.83058494,0.290983,1.0010056
-1.8623834,0.1768397,-2.3770945,-0.068622276,-0.63987035,-0.1591189,0.22507668,-0.57632375,-0.14960088,0.12270543,-1.7934012,0.48764354,0.9321439
-3.7982593,-1.2948042,-2.9351141,0.22675379,-0.15193544,-0.08030415,-0.25893787,-0.3375369,-0.5446312,-1.1744843,-1.0140455,-0.8410323,-0.63753146
-3.3273742,-1.1458607,-2.4724793,-0.006976201,-0.23367034,-0.19441223,-0.005638022,-1.7208643,-0.34174073,-0.11989842,-0.82859796,-0.034194905,0.5881655
-2.6396058,-1.2025353,-2.923563,-0.19997305,-0.41377223,0.025093906,-0.06458212,-1.1614987,-0.18878987,-0.58840644,-0.80210334,-0.30029082,0.43265995
-2.4338062,0.19822131,-3.433965,0.33654013,-0.42146853,0.11454866,-0.7274732,-0.3364201,-0.53071123,0.44525313,-1.0264349,-0.67514926,-0.05152139
1.8336164,0.7554141,0.67487675,1.0002344,0.8365867,-0.26747286,0.01274173,0.57806903,0.235914,1.0277044,0.56601685,-0.02327826,-0.23934281
1.3411984,-0.6101728,-0.13383625,-0.06804302,-1.4389408,-0.03449499,-0.64208585,-0.4372545,-0.19301991,-0.25986707,0.13415596,-0.33644828,-2.1573365
-0.81549054,-0.17568026,-3.027823,0.0691014,-1.1910751,-0.12405458,-0.27866095,-1.85785,0.15304218,-0.8479483,-0.5931724,-0.10311118,0.36701244
-2.4846141,0.15752763,-0.8674755,-0.7121248,-1.032379,-0.43687302,-0.1051789,-1.7501789,-0.55301064,-0.68507856,-0.24817592,-0.31113377,0.39864594
-2.6551418,0.06346863,-3.5578177,0.28735623,-0.85877174,0.46450427,0.06335941,-0.3171055,-0.41460168,-1.2304116,-0.4758022,-0.16236015,0.30361784
-0.877421,0.0447,0.6458757,-0.07000062,-0.2174792,-0.24970713,-0.26343066,-0.28655508,0.03531189,-2.607067,-0.17579164,-0.057405952,0.27356657
-2.6459792,-1.1486325,-2.6477497,-0.42261794,-0.3357513,-0.058989286,-0.09525871,-1.2812552,-0.064081475,-1.6958973,-0.67017305,-0.30593574,0.44322976
-3.1506734,-1.2119472,-2.464732,0.29606634,-0.32821214,-0.2515796,0.07834957,-0.8571047,-0.00097554433,-1.7481316,-1.2716123,0.2730397,0.7015963
-2.075888,0.041121565,0.7409206,0.41326103,-0.10863399,-0.10618506,-0.34669083,0.10552543,-0.10667488,-2.4667997,-0.639134,-0.06282785,0.30281198
-2.2719896,-0.45174116,-2.9335613,-0.07182642,-0.7853598,-0.023340996,0.040697765,-2.387438,0.123920225,-0.6393371,-1.2439104,-0.17071375,0.41489646
-2.9088223,-1.184504,-2.5279303,0.03130154,-0.3731796,-0.24176483,0.18900107,-1.9176261,-0.16298415,-2.1280172,0.31866327,0.08099954,0.33784157
-2.5906813,-0.51692337,-3.5673506,0.26664153,-0.78013235,-0.10076853,0.04825087,-1.7555083,-0.47029394,-0.90251744,-0.8052793,-0.16606122,0.406091
0.16827746,-0.8297676,0.50398076,-0.6726709,0.95190996,0.016814364,-0.32942915,-1.0366595,-0.47034323,-2.013986,-0.4905131,-0.8897602,0.37160936
-3.3125203,-0.9268644,-2.067082,0.36212164,-0.45376003,-0.11653344,-0.035417374,-2.142207,-0.2538058,-0.11680539,-0.5948379,0.048870258,0.6275255
-3.5489523,-1.4162104,-1.8754404,0.14028531,0.06780577,-0.73115265,0.046690054,-1.0572702,-0.18613763,-0.5369142,0.27877092,-0.51040274,-0.72251034
-2.424886,-0.5378851,-3.2563741,-0.22448632,-0.65981394,-0.25250372,-0.22782731,-1.9183428,-0.35788327,-1.0005406,-0.8213885,-0.17845835,0.38818178
0.07855023,0.39181122,1.7506764,-0.2747112,0.9405603,0.23548834,0.1609759,0.22258683,0.9141706,0.34154254,-0.4609538,0.5659703,1.3865312
-3.0341039,-1.386279,-2.7801776,-0.27288005,-0.24963099,-0.35569888,-0.73805195,-0.392389,0.25037345,-1.0760037,-0.7388403,-0.82859206,-0.7807674
2.25966,-0.026230637,0.47408462,0.16550241,0.33163384,0.25751093,-0.1444864,0.6883175,0.8190486,0.30277672,0.10063436,0.3970102,1.5860128
-1.2497028,0.27162832,-0.49175024,-0.07902385,0.039622493,-0.22489837,-0.3102432,-0.054783363,-0.9773477,-0.75097024,-0.79329383,-0.35690594,0.40343598
-0.6942331,0.28736162,-1.9719938,-0.01881127,-0.30048224,-0.11668579,0.08684721,-0.6565791,0.06778231,-2.2865772,-0.80721605,0.23350953,0.8094447
-2.0983078,0.2778774,-3.9946003,0.059096772,-0.59933156,-0.97536033,-0.2606592,-0.4689945,-0.6576511,0.5434442,-0.72676104,-0.6297145,0.023920964
-3.2622018,-1.5569669,-1.7086377,-0.06396971,-0.25942197,-0.09549237,0.076015644,-1.3817232,-0.38595808,-0.61080986,-0.36432394,-0.512514,0.35152873
-2.511096,-0.82288545,-2.8751147,-0.26642728,-0.30173832,-0.10962719,-0.07250392,-1.2754338,-0.09830949,-0.8406386,-0.8900295,-0.10279577,0.46554983
-1.8449712,-0.5835015,-2.7449725,-0.53204167,-0.5484477,-0.11605396,0.005982032,-0.7195067,0.38149142,-0.17052108,-0.80965513,0.18126906,0.9183999
-2.2371583,0.860267,-3.2590618,-0.55543536,-0.9125817,-0.06885386,-0.08377247,-1.2963896,-0.035781708,-0.5955366,-0.6024103,-0.15545991,0.5207271
-3.3560092,-0.105898544,-2.9255793,-0.27569816,-0.22155131,-0.3535463,-1.1145939,-0.43694213,-0.73122036,-1.4534453,-0.78979105,-0.44144157,-0.78358626
2.032865,1.1897552,0.80042577,0.46146372,0.20336315,0.4197995,0.24973969,0.93852043,1.1257074,0.9410517,0.17194262,-0.13827094,-1.2053291
-2.5795777,-0.8330766,-2.9484892,-0.18638152,-0.3838695,-0.09050486,-0.016556205,-1.1816548,-0.36437425,-0.49999073,-0.89695156,-0.13692167,0.48196846
2.4254212,0.22084811,1.4908481,-0.056401204,0.60059625,0.062013328,-0.008089432,-0.9238427,0.3182778,-0.31602702,0.025297485,0.51631993,1.6024613
-3.8297617,-1.5643964,-2.5405421,0.20361948,-0.79894096,-0.8455448,-0.1433572,-1.4250858,-0.29152724,-0.11510335,-0.6461662,-0.42240965,0.3415893
-3.3254542,0.12715258,-2.565596,0.07737991,-0.51210064,-0.25063,-1.2638361,-0.42296174,-0.68745846,-1.5502915,-0.6640327,-0.41853452,-0.8129991
-2.7395616,-0.7977481,-2.8584824,0.0153328385,-0.44315854,-0.0749489,0.221171,-0.9760671,-0.35347486,-0.9671532,-0.8429675,-0.16806695,0.49676472
-2.6039116,-0.8692713,-3.0388937,0.32871896,-0.88606787,-0.08836203,-0.16971493,-0.7526519,0.18480836,-1.0893412,-0.46571293,-0.27249646,0.64953864
-3.1544054,-1.3731396,-2.4932508,-0.12892225,-0.5959727,-0.291656,-0.9751764,-0.96370023,-0.685832,-1.4204246,-0.5839813,-0.83740044,-0.7797598
-3.8627598,-1.6322453,0.20271361,-0.04200665,-0.27094123,-0.018166171,0.025308844,-1.862574,-0.13757798,-1.2446878,0.5293847,-0.40916145,-1.030782
-0.1671912,-0.49564174,-3.5766954,0.2274838,-0.49648848,-1.2263366,-0.14749672,-0.5307833,0.45860788,-1.1790661,-0.35676438,-0.7418256,-0.70692223
-3.5443168,-1.6886939,-2.3231783,-0.075425565,-0.66019076,-0.08133295,0.055730004,-1.8569428,0.14805408,-0.41905713,-0.6251562,-0.5201753,0.30887026
-0.9722608,-0.7381347,0.6122312,-0.26067597,-0.4081712,-0.101959184,-0.32446948,-0.32090756,-0.27707636,-1.8628438,-2.6137717,-0.48714608,0.38768914
-2.015914,-0.22547506,1.6531118,-0.42695528,0.0636148,-0.46132043,-0.22703509,-0.7838973,0.20437315,-0.9258735,0.17915085,-0.23184612,-1.8479383
-3.3969917,-1.4797784,-1.9518763,-0.5639882,-0.7925896,-0.26924843,-0.089294374,-1.4299953,-0.27678218,-0.36946306,0.566593,-0.4737943,-0.5042533
-2.7897081,-1.1658367,-3.4773376,-0.0148274405,-0.59557515,-0.16122963,0.09740395,-1.1561881,-0.2715442,-1.6068398,-1.0890478,0.29303527,0.68139654
-1.3092486,0.046321772,-2.2830172,-0.033624973,-0.32397193,-0.13119005,0.01305758,-0.7348293,-0.40202492,-2.539022,-0.585916,-0.59827065,0.5087525
0.36080146,0.13996075,3.3165479,-0.48056984,0.68248296,0.13875125,0.15647092,-0.53930664,0.40224886,0.71791506,0.7012384,-0.06408133,1.1919817
-1.1597595,-0.7431389,-1.1995382,-0.5575568,-0.019245775,-0.055059336,-0.09409424,0.2864914,-0.37068596,-2.472256,-1.828858,-0.23714739,0.46321866
-2.3155062,-0.8019919,-3.232439,-0.04519272,-0.73851347,-0.070593834,-0.024562875,-2.299636,-0.021914495,-0.94527024,-0.74895036,-0.16568026,0.43758717
-0.8226253,-0.1329675,0.44634813,-0.83184195,-0.18714443,-0.11763394,-0.15639077,-0.04867473,-0.52740204,-3.167444,-0.7997244,-0.25521,0.31726813
1.4584556,-0.05872048,-1.1027722,-0.659797,-1.5889078,-0.25365594,-0.1751115,-0.14042775,-0.40340295,-0.09603898,-0.20713466,-0.38572147,-2.325691
-2.6644003,-0.8358701,-3.0071893,-0.23714231,-0.44397944,-0.105598204,-0.035176776,-1.0585922,-0.431655,-0.9909041,-0.9215566,-0.11571593,0.50037605
-2.6908736,-0.9672038,-3.0451066,-0.21510312,-0.54094493,-0.05846031,-0.04641763,-0.7937372,-0.40851596,-1.0009822,-0.8885263,-0.361429,0.38516325
-0.6695161,-0.14662069,-2.953851,0.18938014,-0.92520237,0.042077843,0.11363728,-0.5879258,-0.27759904,-2.598316,-0.8708015,-0.16460621,0.40329996
0.7789745,-2.9213998,0.6910236,0.16777804,-0.57424706,0.011431304,-0.12853017,-2.2768855,-0.42132658,-0.4080934,0.02178763,-0.44361278,0.45283896
-2.7926302,-1.3110822,-2.0014844,-0.39953446,-0.06332346,-0.3063846,-0.7180492,-0.6608868,0.06693684,-1.3782029,-0.49698153,-0.8092795,-0.76328367
-1.2253586,-1.0123268,-2.5419161,0.123294,-0.2676669,-0.19592765,0.13038264,-1.5002903,-0.16177064,-3.1829157,-0.35308152,0.28353438,0.22825894
-2.6314158,-0.5783067,-3.974293,-0.23701496,-0.8357986,-0.07904185,-0.1887348,0.6182438,0.1226235,-1.1362886,-0.58048147,-0.5259264,0.6832686
-3.263576,-1.257394,-2.4888835,-0.28488052,-0.60862124,-0.29438192,-1.1233089,-0.4473281,-0.6851272,-1.3499211,-0.6538317,-0.8295408,-0.7554061
-2.8192778,-1.2605494,-2.665558,-0.2594099,-0.19627929,-0.32521862,-0.62188303,-0.44149992,0.07665452,-1.5035701,-0.794204,-0.836372,-0.6893614
-1.6160265,0.2707933,-2.1767995,0.52494574,-0.01513402,0.16619687,-0.25211427,-0.05840822,-0.51151055,0.37117538,0.47767356,-0.4624902,0.012002851
-3.550185,-1.1052656,-2.9079518,0.10709253,-0.55634683,-1.0323416,-0.61707157,-0.51808506,-0.67180234,-1.1947631,-0.76385087,-0.87663233,-0.69017506
-2.41943,-1.0185045,-2.4711237,-0.2959337,-0.31059706,-0.17459784,-0.21715541,-2.0466347,-0.4092649,-2.0181646,-0.64615,0.2789987,0.60095245
-3.2873998,-1.096234,-3.5761073,-0.0777403,-0.52216274,-0.117101215,-0.07132773,-0.46489912,-0.47162974,-1.4461266,-0.9351744,-0.38876465,0.35248035
-3.5330622,-1.5865105,-1.8232166,0.1624109,-0.3094068,-0.0973009,0.0038465483,-1.7003683,-0.32776293,-0.85547936,-0.9301383,-0.5173718,0.35175112
1.068056,-1.4053092,-0.034555033,-0.8896965,-0.15227847,-0.29591352,0.12392706,-0.8145141,-0.37663546,-0.6432298,0.06414331,-0.075112745,-2.11033
-1.9226729,0.06641409,-2.4339688,-0.25930634,-0.078542456,-0.17486447,-0.04821772,-1.3245968,-0.47869086,-1.6165711,0.10577536,0.12000781,0.25815383
-1.56668,0.22512364,-2.3782883,0.36781988,-0.55387944,-0.03605184,0.2205405,0.8963376,-0.98296297,-2.5421207,-1.2287827,-0.17699853,0.4539119
-3.6993697,-1.26701,-2.899319,-0.025873011,-0.51347446,-0.20788167,0.036492884,-1.6692412,-0.38205168,-0.06803284,-0.7190057,-0.020386245,0.3072898
-3.217543,-1.2812397,-2.435303,-0.30089283,-0.22132929,-0.28740352,-1.1651841,-0.39298794,-0.7485848,-1.468938,-0.83235914,-0.8397958,-0.73998916
-2.4032662,-0.77188563,-3.5444875,-0.26099238,-0.72009456,-0.09017001,-0.075119495,-2.189687,-0.12880377,-1.3146119,-0.95275104,-0.19147769,0.44575256
-4.211613,-1.7985948,-3.3986938,0.110372536,-0.467508,-0.06204569,-0.03935356,-0.14843756,-0.5579367,0.2715694,-0.6806777,-0.5297891,0.43246484
0.0073893378,-4.1195006,-0.002680474,0.23911387,-0.052538328,-0.04713002,0.12215243,-1.6408226,0.24403068,0.36428404,-0.14861341,-1.6331673e-05,-0.6707247
0.9746655,-2.789346,0.6850136,0.21413079,-0.60747737,0.048826378,-0.18893471,-1.7701389,-0.066010475,-1.8791602,0.024195662,-0.598345,-0.52808875
-1.0221488,-0.58200705,-0.2666192,-0.67011315,-0.1637468,-0.03362703,-0.22825614,-0.2954883,-0.5264183,-2.543189,-2.781163,-0.054687563,1.1296153
1.2830617,-1.5449096,-2.4550169,-0.37129998,-0.07537256,-0.30817375,-0.013129763,-0.085400045,0.1278428,-1.5253437,0.73376197,-0.29938424,-0.9490309
1.1553631,-0.76628023,1.7991818,-0.21416245,1.2605615,0.18278088,0.8725352,-0.015367029,0.38967657,0.84692323,0.49040243,0.11918875,-0.45754156
0.6923938,1.0356452,1.7048075,1.1104237,2.6547444,-0.075758606,0.0026710685,0.2975693,0.20819388,0.96506065,0.07243659,-0.040762268,-0.16988012
-1.204466,0.5557793,-0.07311256,-0.120904595,-0.12038069,-0.22629912,-0.2021399,0.01306385,-1.0686479,-0.6761088,-0.81359154,-0.33824813,0.45319033
-0.80952966,0.0834241,-2.1793249,-0.66468,-0.8278099,-0.19739136,-0.3712786,-1.7809864,0.15488441,-0.16009878,-0.5388928,-0.4524649,-1.0361819
-3.8360047,-1.6848391,-2.5678668,-0.05058255,-0.31016403,-0.6895261,-0.12699041,-0.41628614,-0.54168445,-0.43495464,-1.2964218,-0.41686815,0.4859309
-1.1636361,-0.90582097,0.6561037,-0.1693976,-0.1937214,-0.16243139,-0.29346275,-0.45313662,-0.506231,-2.7458673,-2.7810972,-0.4399494,0.33854604
-2.8000762,0.00033950945,-1.9323932,-0.36059043,-0.75273365,-0.16291985,-0.4878171,-1.2157019,-0.3329281,-0.64434326,-1.2199699,-0.29393086,-0.7733212
-1.3574966,0.43287235,-3.2629154,-0.6411801,-1.0462804,-0.16527122,0.1088752,-0.53546286,-0.5249534,-1.9603504,-0.86598283,-0.015067825,0.4967375
-2.7781253,-0.78290313,-2.8759181,0.029293813,-0.32122198,-0.1801179,0.11000521,-1.0018542,-0.37447122,-1.0963949,-0.82236546,-0.11317871,0.4768604
-1.431817,-0.05932414,-2.3089757,-0.45238945,-0.4468907,-0.1246763,0.06749088,-0.80786365,-0.425359,-2.4348514,-0.9286266,-0.5171004,0.50716835
1.3366778,-0.22706579,0.14711426,-1.3807156,-0.114866935,0.27265352,-0.3130077,-1.1226311,0.3416556,-0.39138442,-0.46671066,-0.10331032,-2.7451015
0.0830767,-0.55535346,0.35478413,0.6455023,-0.80834514,-0.10350373,-1.77731,-0.26945898,-0.05845701,-0.19253835,-0.41154486,-0.01777573,-0.07701617
-1.0815427,-0.8990218,-1.4148349,0.19409809,-0.04248236,-0.117888615,-0.18668705,-0.030923866,0.08406928,-2.1808057,-0.7520921,-0.24157976,0.4605182
-0.8905664,0.076046385,-2.0331314,-0.17797281,0.17857675,0.29847908,-0.2792458,-0.35717437,0.24614307,-1.1393044,-0.5424161,0.005986294,0.46871746
1.2797478,0.44886023,3.4383829,-0.5722297,0.6894976,0.028103631,0.025577331,-0.51734143,0.4302618,0.25168398,0.6486743,0.00044184178,1.420703
-1.1892154,0.699333,-3.6635184,0.25723025,-0.60910165,0.04643241,0.045996893,0.78470635,0.4224626,-1.965099,-0.8781363,-0.018176338,0.45049614
-4.103981,-1.8008559,-2.5431952,-0.045835957,-0.31308287,0.33591646,-0.111807086,-0.3395286,-0.6334938,-0.1498259,-1.1395254,-0.45826143,0.4699328
-2.6218445,-0.87646955,-3.026653,-0.4122195,-0.4412555,-0.09259871,-0.116195396,-0.87841314,-0.35892564,-1.0173386,-0.8987568,-0.12995191,0.51833427
-1.1080755,0.1424091,-1.572653,-0.8022044,-0.6299315,-0.19464304,0.15957585,-1.1651658,-0.077855885,-2.757236,-0.19872469,-0.42182368,-0.80305284
-0.67768496,-1.0359042,-2.7172785,-0.5637294,-0.4313377,-0.1545747,-0.29804215,-2.092442,-0.15471733,-1.7797337,-0.6710025,0.3514533,0.7338369
-2.4780862,-0.7590384,-3.6093807,-0.06456292,-0.7540339,-0.23246658,0.10975082,-1.4867051,-0.3430347,-1.5471938,-0.8371718,-0.24720266,0.3949208
-3.1081274,-1.4223596,-2.2964034,-0.2617369,-0.2413739,-0.33257028,-0.5798431,-0.9524415,0.100442424,-1.176665,-0.46690828,-0.79438066,-1.0672445
-3.7156017,-1.5414099,-2.3994572,-0.43803054,-0.5868005,-0.016708229,-0.011092537,-1.810615,-0.47111318,-0.7576973,-0.90576416,-0.30590415,0.25807276
