SR2,SR1,T1,T3,T2,GH3,GH2,GH1,R1,S1,S2,Lat,Long
-2.66119,-0.38822946,-3.988905,0.14241453,-0.16584292,-1.216544,0.2499171,-0.44503838,-0.47289348,0.2600487,-0.75338846,-0.39437708,-0.028971251
-1.7937845,-0.42874283,-2.8313243,-0.5894159,-0.7471527,-0.192329,-0.07837203,-0.92452186,-0.2408315,-0.105426945,-0.7210502,0.23250273,0.93239915
-3.242436,-1.3581212,-2.4719288,-0.12266375,-0.59818584,-0.29274142,-1.090969,-0.441741,-0.73598915,-1.3445045,-0.6241988,-0.84099716,-0.7550605
-1.489635,0.050551947,-1.336699,-0.25711206,-0.30751282,-0.19588946,-0.028004574,-0.6337752,-0.064651445,-2.7845168,-0.1775605,-0.3750292,-0.83665377
2.479744,1.1832305,1.1883321,-0.17741463,0.19979052,-0.118115015,-0.59858865,0.30386877,0.015081488,0.36379188,0.06543659,-0.32890856,1.2653089
-3.4030836,-0.9784637,-2.6035259,0.277155,-0.25413674,-0.17864512,-0.031858485,-1.7252336,-0.337471,-0.18417409,-0.80524504,-0.021635175,0.57132584
-0.7580213,0.15203676,-2.3990986,0.03949173,-0.43582985,-0.1902386,0.088204436,-0.80897415,-0.24134572,-2.8969815,-0.64397484,0.31420946,0.90546983
-2.4849343,-0.17666712,0.55360585,0.043156367,-1.2167578,0.18853353,-0.043881904,-1.903401,0.0450229,-2.0119295,1.0032288,-0.2384162,-0.86861783
-1.5855,0.2167778,-1.974683,0.19216128,-0.0167734,0.18482335,-1.6917121,-0.21966557,-0.6667758,0.16836843,0.38561386,-0.4267959,0.1616133
-2.4745362,-0.9341252,-2.6392655,-0.048167087,-0.67671704,-0.12027976,-0.24008222,-2.4201875,0.12697554,-1.1305571,-0.7826375,-0.14589593,0.44363445
-2.5120838,0.7567881,-3.4562104,-0.33280855,-0.7955156,-0.13006185,0.076846436,-0.8278644,0.07902761,-1.1942928,-0.5502778,-0.1191358,0.67934495
-1.0430391,-0.8257102,1.0408839,-0.16957611,-0.15004665,0.44872883,-0.2889692,-0.409137,-0.632598,-1.9936792,-2.5027087,-0.5304519,0.31967065
2.6386406,-0.100551926,0.1034021,-0.28171456,0.13107103,-0.16126905,0.0683926,2.6507404,-0.09149244,0.4545657,0.2506589,0.18735233,1.2057328
1.2717141,0.22686876,1.2082816,0.8008021,2.4755552,-0.18855293,0.4833542,0.8272438,0.13100435,0.39487368,-0.02462638,0.021603134,-0.10608623
-2.4008858,-0.8585411,-2.8062053,-0.3696983,-0.076491505,-0.111067146,-0.08985057,-1.6126705,-0.20957752,-1.7738247,-0.7750365,-0.12485963,0.44019398
-2.7328696,-0.74620676,-2.3995378,-0.11578267,-0.053012375,-0.098778374,0.04271194,-0.62675935,0.50049776,-2.0285978,-0.6452765,-0.18119371,0.4766448
-0.22225472,1.3370035,-2.0600119,-0.20972496,-0.053062163,-0.075880155,-0.26634046,1.0045615,-0.29258242,-2.9466696,-0.46046156,-0.298379,-0.80247635
-2.4657497,-0.3286261,-0.0020553125,-0.4552775,-0.6047446,-0.16475174,-0.3767406,-0.43074104,-0.15322989,-1.5466416,0.35917348,-2.0659113,0.2677294
-1.6874022,-0.31784958,-2.047957,-0.64479125,-0.79813504,-0.10472335,-0.073774226,-0.95419425,-0.3086242,-2.468611,-0.7785297,-0.5230903,0.49764153
-2.7307699,-0.73314667,-4.0140367,-0.07300921,-0.52888703,0.08155045,0.14619714,-0.056628067,0.2414721,-0.6643666,-0.6370257,-0.38481733,0.40451342
-2.3468666,-0.6207417,-2.5251184,-0.07366695,-0.56280303,-0.08204964,0.070924975,-2.4363375,0.08014429,-0.82468516,-0.81592816,-0.16625243,0.44723892
-3.7077231,-1.6290559,0.057387054,-0.19288984,-1.3759183,-0.9257883,-0.21035393,-1.8298264,-0.0029075467,-0.81707704,0.14304678,-0.38582265,-1.1223153
-1.4130999,-0.23239802,-2.9747517,-0.14024311,-0.3745207,-0.32954594,-0.86995643,-0.88636905,-0.57236886,-1.1640568,0.22319065,-0.7556649,-0.9791342
-1.34506,-0.18495548,-2.5525546,-0.40935913,-1.2143171,-0.20724528,0.029453851,-1.4522388,-0.5041131,-1.6775396,-0.49274457,-0.19821303,0.38443816
-0.77960324,-0.046758063,-3.7634645,0.20254046,0.09497279,0.015172986,-0.8144098,-0.16460623,0.16686624,-1.2010454,-0.3098455,0.060976595,0.5329321
2.157307,0.18872227,0.8341303,-0.11973406,0.35791826,-0.24217226,-0.20994774,1.8212302,0.67229766,0.8807395,0.19804467,0.07603889,1.1629863
-3.3105605,-0.9306754,-1.236227,-0.124295756,-0.2805453,0.014103226,-0.18526009,-0.6497782,-0.04061619,-1.1001059,-0.8017034,-0.7140699,0.51305896
-0.64397913,0.28196362,-0.5358221,-0.5069448,-0.05556322,-0.2692427,-0.23483147,-1.587965,-0.49944672,-1.1365364,-0.0327567,-0.24867472,0.52425
-1.8654841,-0.13720307,-1.517828,0.13581444,-0.43019736,-0.15577422,0.06280274,-1.2162343,0.023810696,-2.061839,0.6259057,0.046286184,0.17642601
0.7751654,-1.0673009,3.8293586,0.21815915,2.2653117,0.072621845,-0.05527034,-1.2218146,0.4430792,0.62761605,0.071027115,0.08942518,-0.2591548
0.90314966,-2.2876432,1.0093871,-0.24376735,-0.47487846,-0.18347985,-0.36565122,-0.34855253,-0.4801187,-1.987899,0.0025676438,-0.5520626,-0.5748292
1.2983257,0.7726987,-0.3210996,0.57470864,-2.6707933,0.13917069,-0.07411721,0.27826864,0.07143949,-3.672863,-1.3392104,0.12949125,0.35828394
-0.3239372,-0.25948146,0.6176183,0.31488982,0.63004273,-0.80920786,-0.36842257,-2.8235183,0.2980789,-3.222247,-0.59206545,0.0071051605,0.49442372
-3.7173712,-1.5019617,-1.6641561,0.020945739,-0.453825,-0.14098573,0.11724751,-1.4043175,-0.41748643,-1.0474104,-1.0749406,-0.38344797,-0.93566215
-1.2256054,-0.12862639,-2.7539146,0.19217362,-0.18643664,-0.17075175,0.22576295,-1.3608302,-0.17887235,-2.9395943,0.7486832,-0.0009284592,0.23193295
1.8281635,-0.3032905,0.51152086,-0.16472813,0.24364722,-0.5498072,-0.4611153,-0.11693851,-0.6054698,-1.9627343,0.009539327,-0.46150035,-0.4511528
-3.3876286,-0.98179394,-2.59899,0.28482398,-0.23994012,-0.18600649,-0.042394366,-1.7000796,-0.33599484,-0.17686956,-0.8208919,-0.018532503,0.57268786
-1.4124681,-0.32331565,-3.4025586,0.2836993,-0.2976059,-0.11668621,0.3239486,-0.48181197,0.14928772,-1.5670842,-0.72933185,0.051982548,0.4216272
-3.545214,-1.6275231,-1.9668516,-0.14883462,-0.8462705,0.45305037,0.04252189,-1.2454007,-0.18711555,-0.21887036,0.31908894,-0.46142948,-0.54905826
-3.7686517,-1.6428084,-1.4961672,0.10661717,0.042093243,-0.12854423,0.11352909,-1.0917546,-0.42995396,0.025260855,0.82201463,-0.47594982,0.5061335
-0.9077728,-0.1588981,-0.08070804,-0.35394514,0.4708406,-0.086907,-0.1932872,0.24551688,-0.7446867,-1.4138578,-0.51783687,-1.7393328,0.563573
-3.047596,-0.9440279,-2.6137671,0.29622942,-0.4048749,-0.014441314,0.029350536,-2.1033242,0.18552093,-2.5265515,-0.5504984,0.18038276,0.30801997
-0.7252481,-0.6413616,0.32723212,-0.16273302,0.31985295,-0.1047681,-0.17765076,-0.21286103,-0.7548233,-2.480555,-1.4439496,-0.024243966,0.96373636
-1.9681634,0.29530406,-1.7029969,-0.65107816,-0.7238537,-0.12447097,0.25363412,-0.689713,-0.16841069,0.09012497,-1.6892972,0.5474246,1.0229441
-1.4656552,-0.3131222,0.5680714,0.38117945,-0.7022335,0.057097368,-0.9646095,-1.4469953,0.0064336457,-1.1334114,-0.55108595,0.15154746,0.50345296
-3.042584,-0.49001345,-4.232021,0.25969172,-0.69018584,-0.039558575,-0.17193037,-0.1809213,-0.8120168,-0.93958914,-0.75501984,-0.3467465,0.34567147
-2.5464902,-0.83453447,-2.8536987,-0.017927598,-0.37544912,-0.14549342,0.103350624,-0.9541698,-0.31702653,-1.0262063,-0.908715,-0.16656002,0.4844191
-2.5888844,-0.80955243,-2.9565701,-0.41585833,-0.46636367,-0.11713762,-0.052440792,-1.1520149,-0.43482977,-0.94217217,-0.8970438,-0.111329116,0.50603503
-2.149256,0.3771791,-0.50967133,0.039546356,-0.11876117,-0.5256481,-0.29102257,-1.680277,0.23494738,-1.0363741,0.14525484,-0.35773233,-1.889347
-0.5640882,-0.7414967,0.6180124,-0.71937066,0.012274462,-0.23987326,-0.07483167,-1.5148594,-0.550285,-0.7958443,-0.6283268,-1.6423116,0.5673378
-0.53005666,0.063345164,-2.2146568,-0.472548,-0.4936212,-0.0066585513,0.16468367,-0.9521845,-0.061969608,-2.6940298,-0.4492462,0.30522716,0.8699305
-1.0984915,0.10763484,-1.6123909,-0.86767316,-0.5181887,-0.15467487,0.16849282,-1.0574107,0.31838688,-3.0310733,-0.11639081,-0.4004205,-0.47737044
-0.068282455,0.08461249,1.1079273,0.59876186,-0.37620798,-0.30673847,-0.16819587,-3.0022616,0.05072389,-2.531234,-0.4555155,-0.16534594,0.42407855
-1.1345034,0.14763987,-1.6202497,-0.66767406,-0.5163156,-0.14561813,0.16115946,-1.0446779,0.331153,-3.0790033,-0.10615239,-0.39992243,-0.47496578
-0.17595966,-4.5684566,-0.14250614,-0.06186536,1.5495386,-0.07694838,-0.06405667,-0.9870439,0.1797772,0.008220608,0.11544406,-0.043460436,-0.65679395
-2.7086933,-0.79674166,-2.6014948,-0.21662517,-0.068312176,-0.13127646,-0.042268213,-1.4468914,0.15092106,-1.6693428,-0.83684266,-0.0972908,0.4670794
-1.8107744,-1.1422455,0.76104033,-0.115659155,-0.51407754,-0.14060377,0.33123523,-0.4829977,0.21585211,-0.17352822,-0.5248243,-0.7420355,0.49992555
1.3885151,-0.9166685,-2.9774954,0.0019985642,-0.7796977,-0.46335435,0.19907916,-0.52590764,-0.2016737,0.19434102,0.054386865,-0.37917787,-1.1671933
-0.08986765,-0.39485377,0.4487039,-0.77898574,-1.0678844,-0.060563345,-0.3368949,0.35035935,-0.53607625,-0.34804592,-0.46244088,-0.5378943,0.9673863
-3.7084892,-1.1408379,0.34222686,0.27811638,-0.28033605,-0.26915422,-0.6516182,-1.116443,-0.4309991,-1.699889,0.17765039,-0.6422634,-1.3101043
-1.2579769,-0.95479643,-0.6778884,-0.71249455,0.54927003,-0.2574097,-0.22015284,-0.28586668,-0.4493036,-2.1370902,-2.1420271,-0.30118522,0.49311492
-0.9460314,-0.20833123,0.27470273,-0.81980366,-0.08506261,-0.31181931,-0.13402534,0.13996504,-0.073890105,-2.450321,-0.28704897,-0.3558764,0.5561429
-4.4814773,-0.0006047953,-0.6575646,-0.38286033,0.089288145,-0.34572965,-1.3534151,-1.2497388,-0.66173756,-1.562729,-0.5712846,-0.25977778,-1.3846142
1.5705985,-1.0048184,-1.2702723,0.014101714,-0.90431637,-0.62535644,-0.05373905,-0.7032055,-0.21153408,0.1304796,-0.13361493,-0.36920327,-1.667395
-1.1447859,-0.6746066,-0.19426319,-0.7601442,0.56769073,-0.123466045,-0.18629345,-0.2797451,-0.4733602,-3.3439023,-2.668158,-0.08977457,0.92055434
0.36845148,0.7064768,1.3839701,0.9688087,0.10560836,0.33439595,0.039963745,1.4014506,-0.13722901,0.9315589,0.19606532,0.053270284,-0.08357638
2.3577037,2.7816207,-0.5725204,0.16156381,0.7514585,0.014029253,0.2743335,0.2846932,-0.15286782,0.8707329,0.69615954,-0.22793363,-0.60572886
-3.0124512,-0.81627434,-2.9608974,-0.07519254,-0.3409717,-0.054775562,-0.077773765,-0.0463786,0.06361939,-1.6010413,-0.7721612,-0.4173313,0.42609066
-2.6603272,-0.3182951,-2.8045366,-0.17137824,-0.54194623,-0.13666983,-0.24165043,-0.2062853,0.27309653,0.47762203,-0.972699,-0.21764109,0.48560202
1.2449077,-0.79348505,0.27412957,-1.5001632,0.0069195684,-0.14319266,-0.16101411,-0.9444507,0.23301563,-0.6580851,-0.19556487,-0.078753695,-2.7355871
-0.69635695,-0.5709188,-1.862101,-0.49341762,-0.29575318,-0.16135661,-0.10545776,0.046846505,0.17911598,-2.7868106,-1.2788138,-0.29169118,0.22230946
-1.7348534,-0.36520314,-1.9039395,-0.28987867,-0.18068485,-0.1662395,0.059447087,-1.0166506,0.05786575,-2.3657844,0.6906524,0.011555894,0.20037544
-3.3164165,-0.9772532,-2.5533285,0.30214503,-0.23729703,-0.19185129,-0.03373769,-2.2508245,-0.32733393,0.056562982,-0.89580804,-0.0011710415,0.5571235
-3.4660633,-1.4725536,-1.3349932,-0.344256,-0.09868893,0.41348928,-0.2565942,-1.3496933,-0.48120993,-0.41356632,0.15117514,-0.4309933,-0.7046296
-2.9367826,-1.4889432,-2.528445,0.08218017,-0.33124173,-0.25956586,-0.61758715,-1.185084,-0.6223343,-1.2547812,-0.43654045,-0.8180246,-0.7328954
-0.87014216,0.580439,-3.3396554,-0.7273193,-1.17673,-0.13923301,0.17507389,-0.8468911,-0.23227544,-1.7081999,-0.66654354,-0.09325814,0.80230385
-2.5122423,-0.7629515,-1.6955899,-0.06513397,-0.42962214,-0.20072894,-0.09586459,-2.400261,-0.36969957,-2.3636549,-0.66269803,-0.13465393,0.4164184
-1.4090763,-0.07032029,0.24893503,-0.16574007,-0.53774464,0.08897253,0.05744533,0.20541173,-0.4478095,-1.9093199,0.31592566,-1.8410023,0.25275457
-2.9393992,-0.46081537,-0.45152298,-0.51746064,-0.4586919,-0.07026425,0.022141036,-0.11765744,-0.1270632,-1.4085976,-0.47514164,-1.3137064,0.19099244
-2.3990834,-0.08138288,-1.9642268,0.116646424,-0.5609432,-0.035966054,-0.1785423,-1.3854548,-0.36464658,-3.0752642,0.09411782,-0.35018292,0.41905934
-3.151228,-0.85432696,-2.6752362,-0.16882041,-0.43083417,-0.098795846,0.09393654,0.49841037,-0.7874108,-1.7244009,-0.98786986,-0.61260384,0.4454988
0.12219912,-0.8874472,0.5780553,-0.74375635,0.6075647,-0.25391367,-0.117091835,-1.27386,-0.71514666,-2.3627968,-0.8380011,-0.9264475,0.45689043
-1.6056619,0.70286655,-3.312948,-0.37303966,-0.84135383,-0.07419461,-0.13107193,-0.78415155,0.13841195,-1.3078594,-0.5520093,-0.10136383,0.7159369
-3.4013376,-1.0023466,-2.5728858,0.30924386,-0.2024125,-0.17466226,-0.0013955157,-1.7839159,-0.3404504,0.013677842,-0.9092087,0.025977122,0.58893937
2.7518706,0.25080922,-0.12297841,0.69357413,0.15009363,0.23011197,0.004707579,0.8321094,-0.34259474,0.67451495,0.051369414,0.3198197,1.5609003
-0.020247316,-4.5198216,1.7251271,-1.0236995,1.7468274,0.056209255,-1.2158252,-0.34912845,-0.07555151,0.03579627,-0.0836841,-0.0072781155,-0.5594388
-3.9478433,-1.7180055,-3.2752929,0.22204986,-0.35069102,-0.0018255436,-0.5269865,-0.10587832,-0.7234223,-0.056271438,-0.70228237,-0.45602128,0.46090737
-0.73844016,0.17511958,0.30045572,-0.41937062,0.21933617,-0.26372167,-0.20936547,-0.4706165,0.33769336,-0.78385645,-0.25255927,-1.2830347,0.55113107
-2.3672805,-0.32954547,0.0005196126,-0.69841844,-0.29366478,-0.14989637,-0.17379904,-0.45394668,-0.1183085,-1.620061,0.37238562,-2.0213478,0.27571374
-2.5778527,-0.4095865,0.3001746,0.3602729,-0.39460754,-0.2894846,-0.27028465,-0.16569802,-0.35800645,-0.6974179,0.28379485,-0.19765554,-0.90465647
-0.1398885,-0.31237894,-3.0342848,-0.14300488,-0.79078376,0.036512,-0.13882227,0.37963688,-0.14912735,-2.190786,-0.86197,-0.23367594,0.6862057
-3.159049,-1.563196,-1.9679964,-0.13102415,-0.2206474,-0.8246519,0.044834796,-1.3552184,0.057474047,-0.87373996,-0.9984654,-0.5287362,-1.2761787
-4.354618,-1.7141032,1.4262562,0.2693613,0.17569874,-0.11579141,0.21384336,-1.0749716,-0.30740765,-1.7226528,-0.3397018,-0.5595475,-1.0845797
0.40540206,-0.18495075,-0.17953515,-0.7906925,-0.2509198,-0.2745413,-0.05776695,-0.9755817,-0.28849146,0.26081106,-0.4832114,0.036935642,-1.8927373
-2.8573024,-1.3876525,-2.032345,-0.24751359,-0.17700404,-0.30505458,-0.7338551,-0.62653786,0.60894436,-1.294462,-0.5175057,-0.8354268,-0.76665926
0.42277455,0.03122292,-0.18430877,-0.8480612,0.23107219,0.49343073,0.37984973,0.58285636,0.9617389,0.86424685,0.5928673,0.21897493,1.06895
-3.7261844,-1.5881755,-1.8618672,0.11728226,-0.7760665,-0.26519847,-0.043235973,-1.1048295,-0.34215316,-0.54911834,0.5443527,-0.53608865,-0.3883926
0.49085516,-2.7955315,0.68757445,0.05113858,0.61301106,0.0584949,-0.8545288,-1.9622971,0.08605792,-0.9448721,0.030889438,0.06795662,1.0185331
-1.1369091,0.70802695,-3.4382002,0.24568284,-1.0195055,-0.083596766,-0.069552645,-0.13601275,0.4192979,-1.7233061,-0.67978567,-0.035788033,0.43148845
-0.7253768,0.049708553,0.30890945,-0.114004485,0.09318726,0.022627465,-0.19798857,-1.7495837,-0.7739645,-2.9551845,-0.9411157,-1.6318923,0.44756958
-2.3932033,-0.8310673,-3.3939853,-0.3107552,-0.62710834,-0.14689466,0.03141907,-1.9703263,0.08849219,-1.1615458,-0.7014082,-0.16643804,0.45642185
2.2167428,0.13282545,0.74521124,-0.29675624,0.08971652,0.12969413,0.09400451,0.91681415,-0.30024436,0.0033015911,0.18577166,0.5709216,1.7094971
-0.8058533,-0.74549925,0.17901397,0.261585,0.2593524,-0.13802458,-0.11336232,0.3277319,-0.2949357,-2.4641962,-1.0395297,-0.29867432,0.45354015
-1.0216459,-0.9607921,-0.6862677,-0.6015083,-0.33075136,-0.31158027,-0.23299628,-0.091124415,-0.38491154,-2.6205919,-1.1992216,-0.5347528,0.51398677
-2.262381,-0.4073197,-2.9070554,-0.21142414,-0.7276112,-0.0146611435,-0.098744124,-1.687124,0.22531962,-0.35064462,-1.187208,-0.14886937,0.4376947
-2.9556656,-1.0892144,-3.205621,-0.29625997,-0.55442405,-0.009068207,0.023457503,-1.0093474,-0.28196868,-1.5548387,-1.0728102,0.31578392,0.73479545
-3.076338,-1.3652623,-2.400899,-0.09028637,-0.6267294,-0.28100753,-1.0152038,-0.66546655,-0.65916914,-1.3199095,-0.2684055,-0.82731175,-0.735409
-0.8429144,-0.7253152,-2.0918913,-0.15085886,-0.19404438,-0.29043463,-0.19161445,-0.07672479,0.26797402,-2.851793,-1.3221676,-0.28419402,0.41069868
-1.4757016,0.3119604,-2.259297,0.24328303,-0.1649804,-0.017202202,0.015826473,-1.2853194,0.08320169,-2.709635,0.6461931,0.17349038,0.23245755
-1.5101088,0.09375411,-2.2285802,0.339819,0.0033692536,-0.09432453,0.078310214,-0.11415255,-0.2828021,-0.29598987,-0.6180188,0.14105193,0.516063
-3.2901266,-1.3600776,-2.8530278,-0.112873,-0.28122404,-0.36846077,-1.0345646,-0.36122933,-0.7184203,-1.0641776,-0.7086069,-0.8384824,-0.7335894
-2.5650606,0.30047402,-0.078921415,-0.16227439,-0.3924508,-0.2763633,0.10033818,-0.19071612,-0.16534019,-1.4543897,-0.52494204,-1.4006668,0.21834955
-2.8181605,-1.2467825,-2.545827,0.06257899,-0.18418731,-0.11310332,0.02495543,-2.0007648,-0.42485675,-1.7576646,0.52934325,0.17881472,0.15177469
1.5119796,0.0752784,0.61187625,-1.0528622,2.2011898,0.023456244,-0.014951482,0.7853489,0.87097573,0.30123168,0.022892287,-0.026709015,-0.47705933
-2.6665676,-0.6385643,-3.890447,-0.10717436,-0.71924603,-0.06526861,-0.07875425,0.63031936,0.3737951,-1.0884296,-0.5654858,-0.53168106,0.64906067
-2.1192386,-0.36293942,-2.3750665,0.27047896,-0.6766211,-0.11380019,-0.052138116,-1.2362608,-0.37249842,-0.30675668,-1.1730765,-0.27987245,0.6895024
-3.7220902,-1.4866519,-2.5357404,0.24113749,-0.48433405,0.24125163,-0.13485447,-0.18395634,0.005012592,-0.12047729,-0.8410757,-0.5049643,0.5833718
-3.0446618,-1.3695766,-2.3032947,-0.2786965,-0.47869694,-0.28691453,-0.8071877,-0.48107314,0.44926426,-1.3629291,-0.5669641,-0.8481759,-0.8110559
-0.9241552,-0.90462834,0.35335538,-1.4774288,-0.58684313,-0.28789,-0.27192,-0.43052277,-0.47567067,-2.0590777,-1.3390787,-0.42533123,0.391773
1.7371881,-1.3999681,1.457882,0.36918184,0.5344482,0.22199424,-0.0915005,0.7662801,0.25661808,-0.35721952,0.10467893,0.69977814,1.576739
2.6827297,-0.07180121,0.9882746,0.22212844,0.892899,-0.34048796,0.264477,-0.00025161263,-0.12457866,0.8872565,-0.07684218,0.14273846,1.1840034
-2.8616378,-1.2041233,-1.9973675,-0.36063537,-0.1854111,-0.25048602,-0.2036293,-1.2856367,-0.27372375,-1.9681716,-0.69571924,-0.34174678,0.5007234
-3.2030053,-1.497206,-1.96747,0.36183748,0.00016822503,-0.08363881,-0.06149236,-1.3470716,0.24652252,-0.57047117,0.35919586,-0.5322044,-1.4547731
-2.868745,-1.2251465,-3.5901973,0.34271514,-0.55236626,0.0054200133,0.08972591,-1.6801363,0.15111774,-1.84214,-1.0291289,0.28257754,0.6431191
-2.5608156,-1.5391573,-2.3410661,0.096267805,-0.7980261,-0.22251102,0.022218501,-1.8225499,-0.35698518,-0.55067164,-0.65361464,-0.48420522,0.32013878
-2.6096704,-0.79104114,-3.6530159,-0.11416883,-0.98608625,-0.08556563,-0.15167338,0.81843686,0.20857494,-0.5166094,-0.5173773,-0.5317286,0.65473783
-2.4621637,-0.93555087,-2.5273778,-0.08886915,-0.71323663,-0.06826109,-0.22887208,-2.49843,0.10809389,-0.86326194,-0.5231853,-0.16373974,0.43442854
2.7845702,0.8791532,1.6377044,0.57163256,0.20258345,0.1804989,0.22138615,0.36189967,-0.50465554,-0.06917283,0.11298347,0.5840645,1.6682703
-3.3969035,-1.5533838,-2.1944873,0.047047857,-0.71932584,0.030358957,-0.050364643,-2.0492115,0.24616443,-0.4078859,-0.6082387,-0.4076055,0.29638484
0.38206017,-2.8496299,-0.69366145,-0.08038841,-1.0767946,-0.20833886,0.18971711,-0.0527881,0.045059822,-2.848921,-0.3279017,-0.24011621,-0.91665
-2.4269137,-1.1507425,-2.2776647,-0.302908,-0.087037124,-0.077872775,-0.10585875,-2.2833097,-0.21859527,-2.115125,-0.95874906,-0.2954152,0.4406046
-0.53867745,0.29270026,-3.1938217,0.30677795,-1.0057222,-0.05848263,-0.013082057,-2.442328,-0.18061034,-1.1011328,0.46010524,-0.26458493,0.29941383
-2.8654969,-1.2678353,-2.8434815,-0.21996638,-0.3706572,-0.28761914,0.12997475,-1.1098506,0.25735253,-1.7963557,-0.7970552,0.29594555,0.6888681
-0.6522242,-0.5943605,0.20483322,-0.5562676,-1.2252163,-0.21382728,-0.12009852,-1.581945,-0.34821355,-0.50704944,-0.3427853,-0.30786762,0.37015393
-2.8994784,-1.2255896,-2.5987704,-0.0038800691,-0.37085494,-0.15715693,-0.05279742,-2.0012453,-0.2611843,-2.2301455,-0.29875714,0.083627,0.21584204
-2.244097,-0.5642166,-2.6808417,-0.47289762,-1.1179205,-0.1651162,-0.060483623,-2.630289,-0.09843167,-0.699718,-0.52770823,-0.13778165,0.47177535
-3.3812935,-1.5276242,-1.2882322,0.017972924,-0.008354064,-0.08325311,-0.10308441,-1.6157916,-0.39226702,-0.5394779,0.40104592,-0.43624273,-1.5071518
0.923603,-3.1784818,-1.1253644,-0.04397887,0.35031554,-0.29268527,0.33403265,0.47998953,-0.2680673,-0.077952206,0.39660004,-0.18071514,-0.90309846
-0.33473468,-0.005085106,-2.3129325,-0.28268832,-0.05125846,-0.3874886,-0.10473879,0.67121947,0.39301968,-2.936038,-0.31455582,-0.39274946,-0.8054707
-0.717483,0.40088212,-2.1246982,-0.5624823,-0.84415853,-0.062368907,-0.06612481,-1.2057543,-0.5318544,0.3449176,-0.39407703,0.14088455,0.6705026
-2.790662,-0.92141396,-3.2308748,-0.27797973,-0.60153323,-0.16200411,-0.107835814,-0.87140065,-0.4469716,-1.014666,-0.89591855,-0.17592694,0.43998012
-1.6235783,-0.18184942,0.53969675,-0.8810238,-0.8876871,-0.11355889,-0.3014417,-1.8401096,-0.45747313,-2.6444185,-0.31970298,-0.24213305,-1.0343409
-2.847018,-0.963117,-3.4991145,-0.042779356,-0.72377086,-0.021041818,0.05084593,-0.8455991,-0.39650115,-0.814624,-0.7942429,0.2923087,0.7074587
2.2448146,0.45175955,1.7075777,0.8147523,-0.2966143,0.03938115,0.2956831,-1.2085989,1.2604738,-0.015264868,0.017390484,0.5088661,1.6633245
-2.4484878,-0.31436688,0.23040831,-0.14580548,0.126962,-0.32371917,-1.1346928,-1.1623601,-0.34404472,-1.269463,-0.5477401,-0.35467482,-1.5296055
0.08968369,-0.12900685,0.11134185,-0.2693488,-0.12094284,0.07738572,-0.38644692,-0.10809268,-0.25486076,-2.0859587,-0.9006575,-0.47973576,-0.31505954
-3.0925076,-1.2332921,-2.478403,0.19231306,-0.290469,-0.28438923,-0.97769696,-0.39869362,-0.2544137,-1.4889644,-0.5696639,-0.8173012,-0.87289727
-3.84043,-1.6347488,-1.5827777,-0.11416607,-0.21578936,-0.0150799425,0.08363795,-1.2478954,-0.34881735,0.05968837,-0.92675096,-0.4005108,0.40376183
-2.2985923,0.32584456,-1.7753592,0.123142846,-0.124335825,-0.1416508,0.34113258,-1.0363345,-0.35229516,-0.8510551,0.7626051,-0.55267674,0.2766584
-2.3759935,-0.62937254,-2.6245506,-0.10526081,-1.0171252,-0.12873356,-0.1715909,-2.5794482,0.10946469,-0.90496457,-0.54179436,-0.16774899,0.422816
-3.1747787,-1.3379315,-2.4846418,-0.11461941,-0.5960428,-0.2935558,-0.9822598,-0.9901071,-0.67193705,-1.4230586,-0.59782284,-0.8358621,-0.7810038
-3.3143947,-1.1485032,-2.655025,0.26004228,-0.29702276,-0.09422426,0.016380819,-2.1050649,-0.20915335,-0.16352959,-0.8029928,-0.015564474,0.5225591
-2.7511723,-1.1038954,-3.3591797,-0.1732246,-0.56212324,-0.08461307,0.039100684,-1.7283236,-0.38227388,-1.7047443,-0.69647425,0.26320902,0.65776074
-2.835048,-0.926449,-4.046639,0.35297826,-0.5598886,0.12925313,0.169443,-0.4350297,0.2489588,-0.75375545,-0.58642745,-0.3685321,0.41459212
-0.19370922,-4.6133037,0.06222075,0.31867558,-0.9706686,-0.16750138,-0.2755584,-0.08397334,-0.073584564,-2.7315083,-0.22496235,-0.22290048,-0.7024039
-2.7147477,-0.16516316,-3.668568,-0.39975455,-1.1806016,-0.1369604,-0.22256595,0.2939823,-0.48017448,-0.86201435,-0.6286295,-0.50802267,0.68488985
0.17101589,-0.538163,0.73197544,-0.09940186,0.39962316,-0.08778768,0.032841302,-1.2217197,-0.67101467,-2.2831345,-0.85078925,-0.9225582,0.43362248
-2.3430402,-0.7690246,-1.6029454,-0.21318787,0.12328561,-0.07933154,-0.035621602,-2.5333261,0.29653332,-2.1297069,-0.9000874,-0.09064439,0.42707002
-3.1281114,-0.02557565,0.41128498,0.38251007,-0.9268678,-0.121093296,0.009770375,-2.2738285,-0.61337507,-0.8144737,-0.61905205,-0.2891763,0.4164167
0.9148655,-1.2274845,-3.2150733,-0.09948982,-0.21490195,-0.3108458,0.19716021,0.539943,0.06711975,-1.1930854,0.08191251,-0.39181,-1.7973114
2.1536522,0.8892655,2.427118,-0.4957366,0.41516516,0.11617341,0.16044621,1.4073452,-0.5565793,-0.2606072,0.24769527,0.14378698,1.4881626
