Date,SR2,SR1,T1,T3,T2,GH3,GH2,GH1,R1,S1,S2,Lat,Long,ID,Target
2002-01-10 00:00:00,0.306667601,7.829558999,0.413805901,0.081521739,0.355876738,0.021436261,0.213350473,9.708185472,0.095110132,0.100300256,0.013123398,29.99,-89.66,1,0
2002-01-11 00:00:00,0.320900231,7.903456496,0.401187604,0.054347826,0.335424052,0.070005666,0.230165806,9.536151685,0.079071953,0.095144636,0.008905163,29.99,-89.66,1,0
2002-01-12 00:00:00,0.333309963,8.306317044,0.390053813,0.059782609,0.319880011,0.092671388,0.266383445,9.334367694,0.072731278,0.094675943,0.003983889,29.99,-89.66,1,0
2002-01-13 00:00:00,0.355745636,8.364719905,0.37817777,0.070652174,0.303926916,0.147716714,0.289666213,9.154572984,0.072731278,0.094675943,0.003983889,29.99,-89.66,1,0
2002-01-14 00:00:00,0.342775012,8.230035757,0.364074968,0.038043478,0.283883283,0.20276204,0.303894572,9.031691708,0.072731278,0.095378982,0.003983889,29.99,-89.66,1,0
2002-01-15 00:00:00,0.32650915,8.247914184,0.349786602,0.038043478,0.265475866,0.164985836,0.30906852,8.906223457,0.000372981,0.096082021,0.003983889,29.99,-89.66,1,0
2002-01-16 00:00:00,0.322302461,8.164481526,0.333085916,0.027173913,0.246659395,0.120733711,0.351753595,8.782048693,0.015292217,0.09678506,0.003983889,29.99,-89.66,1,0
2002-01-17 00:00:00,0.33695576,8.150178784,0.312673965,0.043478261,0.227842923,0.145558074,0.31812293,8.674689262,0.015292217,0.0974881,0.003983889,29.99,-89.66,1,0
2002-01-18 00:00:00,0.339690107,7.871275328,0.291705326,0.054347826,0.20984456,0.140161473,0.325883853,8.673395775,0.015292217,0.098191139,0.003983889,29.99,-89.66,1,0
2002-01-19 00:00:00,0.319568113,7.911799762,0.272035628,0.059782609,0.192664303,0.162827195,0.311655494,8.669515314,0.015292217,0.098894178,0.003983889,29.99,-89.66,1,0
2002-01-20 00:00:00,0.300638014,7.932061979,0.254035999,0.065217391,0.176302154,0.172541076,0.315535956,8.692798082,0.015292217,0.099597217,0.003983889,29.99,-89.66,1,0
2002-01-21 00:00:00,0.28998107,7.928486293,0.237706439,0.097826087,0.160758113,0.11101983,0.298720623,8.647526033,0.015292217,0.101471988,0.003749542,29.99,-89.66,1,0
2002-01-22 00:00:00,0.298394447,8.023837902,0.223418074,0.108695652,0.146850286,0.238379603,0.334938263,8.562155883,0,0.102409374,0.003749542,29.99,-89.66,1,0
2002-01-23 00:00:00,0.3170441,7.765196663,0.209500835,0.070652174,0.139078266,0.283711048,0.333644776,8.430220196,0.010070485,0.103346759,0.003749542,29.99,-89.66,1,0
2002-01-24 00:00:00,0.308280165,7.753277712,0.197995918,0.038043478,0.139078266,0.10886119,0.353047082,8.386241634,0.010070485,0.104284145,0.003749542,29.99,-89.66,1,0
2002-01-25 00:00:00,0.3084905,7.704410012,0.190016701,0.065217391,0.145623125,0.10670255,0.359514518,8.346143533,0.014546256,0.105221531,0.003749542,29.99,-89.66,1,0
2002-01-26 00:00:00,0.289279955,7.394517282,0.184078679,0.086956522,0.156667576,0.152033994,0.373742876,8.378480711,0.018649046,0.106158916,0.003749542,29.99,-89.66,1,0
2002-01-27 00:00:00,0.286124939,7.393325387,0.180924105,0.048913043,0.167712026,0.181175637,0.367275441,8.470318297,0.019022026,0.10850238,0.003749542,29.99,-89.66,1,0
2002-01-28 00:00:00,0.275397883,7.191895113,0.178140657,0.065217391,0.178756477,0.170382436,0.359514518,8.522057782,0.048487518,0.112251922,0.00328085,29.99,-89.66,1,0
2002-01-29 00:00:00,0.280586132,7.21215733,0.175357209,0.070652174,0.190209981,0.164985836,0.365981954,8.537579627,0.044757709,0.117173197,0.00257781,29.99,-89.66,1,0
2002-01-30 00:00:00,0.282198696,7.491060787,0.173501577,0.076086957,0.202890646,0.160668555,0.377623338,8.525938243,0.044757709,0.119516661,0.002343464,29.99,-89.66,1,0
2002-01-31 00:00:00,0.291243076,7.616209774,0.174058267,0.065217391,0.215162258,0.130447592,0.386677748,8.519470808,0.040281938,0.121860124,0.002343464,29.99,-89.66,1,0
2002-02-01 00:00:00,0.298184113,7.704410012,0.177212841,0.054347826,0.227842923,0.143399433,0.398319132,8.533699166,0.036552129,0.123031856,0.003983889,29.99,-89.66,1,0
2002-02-02 00:00:00,0.298394447,7.492252682,0.184635368,0.081521739,0.242159804,0.094830028,0.41254749,8.558275421,0.036179148,0.124437935,0.00328085,29.99,-89.66,1,0
2002-02-03 00:00:00,0.283881371,7.282479142,0.19465578,0.070652174,0.2527952,0.10778187,0.353047082,8.681156698,0.006713656,0.127484438,0.00328085,29.99,-89.66,1,0
2002-02-04 00:00:00,0.28002524,7.531585221,0.204305066,0.092391304,0.263021543,0.10778187,0.332351288,8.857070946,0.01641116,0.130999634,0.003515196,29.99,-89.66,1,0
2002-02-05 00:00:00,0.283600925,7.644815256,0.215067731,0.119565217,0.27365694,0.10886119,0.333644776,8.823440281,0.030584435,0.133343098,0.004686928,29.99,-89.66,1,0
2002-02-06 00:00:00,0.295239431,7.920143027,0.227500464,0.081521739,0.287564767,0.127209632,0.302601085,8.854483972,0.030584435,0.135217869,0.003749542,29.99,-89.66,1,0
2002-02-07 00:00:00,0.291453411,7.657926103,0.242345519,0.114130435,0.306381238,0.078640227,0.381503799,8.976071761,0.030211454,0.136389601,0.003515196,29.99,-89.66,1,0
2002-02-08 00:00:00,0.291383299,7.444576877,0.256448321,0.065217391,0.324379602,0.118575071,0.500504614,9.065322373,0.030211454,0.13709264,0.003983889,29.99,-89.66,1,0
2002-02-09 00:00:00,0.291383299,7.256257449,0.26925218,0.054347826,0.337878375,0.10778187,0.355634057,9.216660366,0.054455213,0.13709264,0.004686928,29.99,-89.66,1,0
2002-02-10 00:00:00,0.290401739,7.10727056,0.280942661,0.070652174,0.34728661,0.155271955,0.340112211,9.450781535,0.046622614,0.13709264,0.004686928,29.99,-89.66,1,0
2002-02-11 00:00:00,0.290331627,7.235995232,0.291519762,0.10326087,0.358740115,0.135844193,0.342699185,9.516749378,0.032449339,0.13709264,0.004686928,29.99,-89.66,1,0
2002-02-12 00:00:00,0.297412886,7.404052443,0.30302468,0.070652174,0.372647941,0.126130312,0.351753595,9.552967017,0.032449339,0.13709264,0.004686928,29.99,-89.66,1,0
2002-02-13 00:00:00,0.288648952,7.789034565,0.315457413,0.059782609,0.387373875,0.177937677,0.288372726,9.586597683,0.032449339,0.13709264,0.004686928,29.99,-89.66,1,0
2002-02-14 00:00:00,0.299586342,7.752085816,0.329931342,0.076086957,0.401690755,0.167144476,0.301307598,9.586597683,0.032449339,0.13709264,0.004686928,29.99,-89.66,1,0
2002-02-15 00:00:00,0.284933044,7.78545888,0.344034144,0.065217391,0.412735206,0.156351275,0.311655494,9.556847479,0.00820558,0.13709264,0.004686928,29.99,-89.66,1,0
2002-02-16 00:00:00,0.289279955,8.011918951,0.355353498,0.054347826,0.415598582,0.130447592,0.332351288,9.532271223,0,0.136155254,0.005624313,29.99,-89.66,1,0
2002-02-17 00:00:00,0.282479142,8.21215733,0.364446094,0.043478261,0.416416689,0.10886119,0.350460108,9.532271223,0.001491924,0.136155254,0.004686928,29.99,-89.66,1,0
2002-02-18 00:00:00,0.282969922,8.675804529,0.370384116,0.054347826,0.415598582,0.159589235,0.33623175,9.549086556,0.001491924,0.136155254,0.004686928,29.99,-89.66,1,0
2002-02-19 00:00:00,0.278342565,8.878426698,0.371868621,0.119565217,0.407417507,0.028991501,0.302601085,9.600826041,0.001491924,0.136155254,0.004686928,29.99,-89.66,1,0
2002-02-20 00:00:00,0.270490079,9.106078665,0.3694563,0.070652174,0.391055359,0.044101983,0.382797286,9.602119528,0.001491924,0.136155254,0.004686928,29.99,-89.66,1,0
2002-02-21 00:00:00,0.261726145,9.585220501,0.366858415,0.081521739,0.369375511,0.085116147,0.442297694,9.571075837,0.001491924,0.136155254,0.004686928,29.99,-89.66,1,0
2002-02-22 00:00:00,0.28668583,9.867699642,0.363147152,0.048913043,0.342787019,0.222189802,0.477221846,9.600826041,0.001491924,0.134749176,0.006093006,29.99,-89.66,1,0
2002-02-23 00:00:00,0.298674893,9.934445769,0.358508072,0.059782609,0.315789474,0.099147309,0.439710719,9.683609217,0,0.132405712,0.007030392,29.99,-89.66,1,0
2002-02-24 00:00:00,0.313538526,9.974970203,0.351827797,0.076086957,0.298200164,0.169303116,0.38538426,9.787088186,0.011189427,0.129593555,0.007499085,29.99,-89.66,1,0
2002-02-25 00:00:00,0.315922316,10.1716329,0.345147523,0.081521739,0.284701391,0.125050992,0.371155902,9.859523465,0.011189427,0.129593555,0.004686928,29.99,-89.66,1,0
2002-02-26 00:00:00,0.321881792,10.2443385,0.339209501,0.092391304,0.272429779,0.170382436,0.360808005,9.885393208,0.011189427,0.129593555,0.004686928,29.99,-89.66,1,0
2002-02-27 00:00:00,0.333239851,10.70202622,0.334199295,0.097826087,0.267930188,0.147716714,0.372449389,9.890567156,0.011189427,0.129124863,0.005155621,29.99,-89.66,1,0
2002-02-28 00:00:00,0.355535301,11.1227652,0.328446836,0.059782609,0.269566403,0.122892351,0.346579647,9.873751823,0.011189427,0.129124863,0.004686928,29.99,-89.66,1,0
2002-03-01 00:00:00,0.365421019,11.30512515,0.321395435,0.157608696,0.27365694,0.099147309,0.263796471,9.859523465,0.011189427,0.127484438,0.006327353,29.99,-89.66,1,1
2002-03-02 00:00:00,0.3872958,11.51847437,0.313972908,0.070652174,0.281019907,0.11533711,0.322003391,9.80778398,0,0.125140974,0.007030392,29.99,-89.66,1,1
2002-03-03 00:00:00,0.404403001,11.99642431,0.307292633,0.027173913,0.29124625,0.064609065,0.464286975,9.659032961,0,0.12279751,0.007030392,29.99,-89.66,1,1
2002-03-04 00:00:00,0.425997336,12.15017878,0.299870106,0.086956522,0.300245432,0.061371105,0.58328779,9.62798927,0,0.121860124,0.005624313,29.99,-89.66,1,1
2002-03-05 00:00:00,0.409941807,12.02979738,0.296158842,0.130434783,0.310062722,0.062450425,0.39443867,9.759924957,0.072358297,0.122563164,0.004686928,29.99,-89.66,1,1
2002-03-06 00:00:00,0.427680011,12.1215733,0.2948599,0.070652174,0.324788656,0.043022663,0.275437855,10.00956797,0.072731278,0.127484438,0.004686928,29.99,-89.66,1,1
2002-03-07 00:00:00,0.451798359,12.24791418,0.296158842,0.065217391,0.338696482,0.140161473,0.266383445,10.10140556,0.072731278,0.135920908,0.004686928,29.99,-89.66,1,1
2002-03-08 00:00:00,0.466171212,12.92491061,0.29894229,0.092391304,0.351786201,0.136923513,0.305188059,9.995339613,0.072731278,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-09 00:00:00,0.501787843,13.42193087,0.304323622,0.086956522,0.361603491,0.070005666,0.341405698,9.761218444,0.072731278,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-10 00:00:00,0.526046414,13.53992849,0.310818334,0.070652174,0.369375511,0.117495751,0.364688466,9.710772446,0.072731278,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-11 00:00:00,0.518123817,13.659118,0.318797551,0.054347826,0.373875102,0.116416431,0.371155902,9.712065933,0.000372981,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-12 00:00:00,0.518965155,13.61263409,0.325663388,0.048913043,0.378374693,0.116416431,0.343992673,9.734055214,0,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-13 00:00:00,0.534600014,13.33849821,0.330488031,0.070652174,0.373875102,0.146637394,0.367275441,9.753457521,0.014173275,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-14 00:00:00,0.546028185,13.49940405,0.331230284,0.038043478,0.359558222,0.173620397,0.382797286,9.809077467,0.014173275,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-15 00:00:00,0.518824932,13.65673421,0.330859158,0.065217391,0.344423234,0.175779037,0.34528616,9.875045311,0.036552129,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-16 00:00:00,0.512935568,13.40166865,0.3321581,0.076086957,0.332151623,0.136923513,0.363394979,9.946187102,0.058930984,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-17 00:00:00,0.488466662,13.47437426,0.332900353,0.141304348,0.320698118,0.077560907,0.397025644,9.959121973,0.058930984,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-18 00:00:00,0.508518544,13.36710369,0.329189089,0.195652174,0.30106354,0.185492918,0.389264722,9.972056845,0.058930984,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-19 00:00:00,0.515599804,13.11799762,0.324735572,0.190217391,0.281838015,0.147716714,0.381503799,10.03285074,0.044757709,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-20 00:00:00,0.519315712,12.96662694,0.318983114,0.125,0.264248705,0.127209632,0.390558209,10.11951438,0.044757709,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-21 00:00:00,0.521699502,13.20023838,0.31527185,0.070652174,0.258112899,0.078640227,0.40349308,10.11822089,0.022378855,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-22 00:00:00,0.529902545,13.16448153,0.312302839,0.043478261,0.261794382,0.147716714,0.428069335,10.0664814,0,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-23 00:00:00,0.513776905,12.99761621,0.309333828,0.10326087,0.269566403,0.164985836,0.378916825,9.992752639,0,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-24 00:00:00,0.517633037,12.9761621,0.305622564,0.108695652,0.274475048,0.138002833,0.343992673,9.981111255,0.034687225,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-25 00:00:00,0.533969011,12.81048868,0.30246799,0.097826087,0.282656122,0.153113314,0.363394979,9.974643819,0.034687225,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-26 00:00:00,0.514337797,12.95947557,0.301169048,0.125,0.301472593,0.120733711,0.372449389,9.947480589,0.034687225,0.140607836,0.004686928,29.99,-89.66,1,1
2002-03-27 00:00:00,0.503750964,13.3420739,0.301540174,0.097826087,0.320289065,0.085116147,0.422895387,9.950067564,0.034687225,0.140607836,0.004686928,29.99,-89.66,1,1
